chr19	3470000	3475000	chr19	3325000	3330000	28.000000	0.000000
chr8	86820000	86825000	chr8	86560000	86565000	21.000000	0.000000
chr2	115425000	115430000	chr2	115420000	115425000	60.000000	0.000000
chr6	36800000	36805000	chr6	36795000	36800000	91.000000	0.000000
chr14	19230000	19235000	chr22	16585000	16590000	21.000000	0.000000
chr22	16585000	16590000	chr14	19230000	19235000	21.000000	0.000000
chr18	20460000	20465000	chr18	20455000	20460000	68.000000	0.000000
chr15	22025000	22030000	chr15	21015000	21020000	21.000000	0.000000
chr2	112065000	112070000	chr2	87940000	87945000	21.000000	0.000000
chr7	89445000	89450000	chr7	89440000	89445000	54.000000	0.000000
chr9	137335000	137340000	chr9	137030000	137035000	24.000000	0.000000
chr8	41690000	41695000	chr8	41560000	41565000	31.000000	0.000000
chr12	54110000	54115000	chr12	54105000	54110000	78.000000	0.000000
chr7	93725000	93730000	chr7	93720000	93725000	65.000000	0.000000
chr4	191030000	191035000	chr4	45000	50000	21.000000	0.000000
chr5	33335000	33340000	chr5	33330000	33335000	53.000000	0.000000
chr8	95895000	95900000	chr8	95890000	95895000	69.000000	0.000000
chr4	2940000	2945000	chr4	2935000	2940000	67.000000	0.000000
chr21	43015000	43020000	chr21	43010000	43015000	70.000000	0.000000
chr8	26445000	26450000	chr8	26440000	26445000	82.000000	0.000000
chr2	208180000	208185000	chr2	208175000	208180000	79.000000	0.000000
chr13	111310000	111315000	chr13	111305000	111310000	63.000000	0.000000
chr17	40355000	40360000	chr17	40350000	40355000	80.000000	0.000000
chr3	78630000	78635000	chr3	78625000	78630000	33.000000	0.000000
chr1	106170000	106175000	chr1	106165000	106170000	51.000000	0.000000
chr7	73260000	73265000	chr7	73255000	73260000	65.000000	0.000000
chr10	97355000	97360000	chr10	97185000	97190000	25.000000	0.000000
chr9	129955000	129960000	chr9	129700000	129705000	25.000000	0.000000
chr12	50300000	50305000	chr12	50295000	50300000	64.000000	0.000000
chr16	50320000	50325000	chr16	50315000	50320000	71.000000	0.000000
chr14	55580000	55585000	chr14	55575000	55580000	78.000000	0.000000
chr22	39310000	39315000	chr22	39305000	39310000	74.000000	0.000000
chr10	5260000	5265000	chr10	5255000	5260000	58.000000	0.000000
chr2	153490000	153495000	chr2	153045000	153050000	21.000000	0.000000
chr12	22835000	22840000	chr12	22830000	22835000	65.000000	0.000000
chr12	62975000	62980000	chr12	62970000	62975000	77.000000	0.000000
chr10	9605000	9610000	chr10	9600000	9605000	56.000000	0.000000
chr17	29900000	29905000	chr17	29895000	29900000	63.000000	0.000000
chr11	58725000	58730000	chr11	58720000	58725000	72.000000	0.000000
chr19	1255000	1260000	chr19	1250000	1255000	64.000000	0.000000
chr3	98980000	98985000	chr3	98975000	98980000	67.000000	0.000000
chr21	45755000	45760000	chr21	45750000	45755000	67.000000	0.000000
chr15	66910000	66915000	chr15	66905000	66910000	66.000000	0.000000
chr2	219505000	219510000	chr2	219500000	219505000	79.000000	0.000000
chr19	48210000	48215000	chr19	47935000	47940000	22.000000	0.000000
chr3	60925000	60930000	chr3	60920000	60925000	51.000000	0.000000
chr7	48305000	48310000	chr7	48300000	48305000	65.000000	0.000000
chr3	184495000	184500000	chr3	184275000	184280000	24.000000	0.000000
chr2	132285000	132290000	chr2	130895000	130900000	20.000000	0.000000
chr14	20155000	20160000	chr14	19400000	19405000	20.000000	0.000000
chr17	41785000	41790000	chr17	41780000	41785000	94.000000	0.000000
chr16	74585000	74590000	chr16	70110000	70115000	20.000000	0.000000
chr1	142850000	142855000	chr21	10200000	10205000	20.000000	0.000000
chr21	10200000	10205000	chr1	142850000	142855000	20.000000	0.000000
chr16	86550000	86555000	chr16	86105000	86110000	20.000000	0.000000
chr20	56755000	56760000	chr20	56180000	56185000	20.000000	0.000000
chr14	52245000	52250000	chr14	51745000	51750000	20.000000	0.000000
chr14	71430000	71435000	chr14	71425000	71430000	52.000000	0.000000
chr7	43550000	43555000	chr7	43545000	43550000	86.000000	0.000000
chr12	58720000	58725000	chr12	58715000	58720000	32.000000	0.000000
chr18	25600000	25605000	chr18	25595000	25600000	56.000000	0.000000
chr8	41685000	41690000	chr8	41555000	41560000	29.000000	0.000000
chr14	77535000	77540000	chr14	77375000	77380000	25.000000	0.000000
chr1	44340000	44345000	chr1	44335000	44340000	76.000000	0.000000
chr10	49755000	49760000	chr10	49750000	49755000	77.000000	0.000000
chr6	16700000	16705000	chr6	16695000	16700000	61.000000	0.000000
chr6	26080000	26085000	chr6	26075000	26080000	69.000000	0.000000
chr2	238570000	238575000	chr2	238565000	238570000	52.000000	0.000000
chr19	16495000	16500000	chr19	16355000	16360000	26.000000	0.000000
chr1	43870000	43875000	chr1	43695000	43700000	27.000000	0.000000
chr4	49200000	49205000	chr4	49195000	49200000	42.000000	0.000000
chr8	38190000	38195000	chr8	38185000	38190000	81.000000	0.000000
chr19	14455000	14460000	chr19	14305000	14310000	26.000000	0.000000
chr14	102430000	102435000	chr14	102425000	102430000	73.000000	0.000000
chr13	25855000	25860000	chr13	25850000	25855000	89.000000	0.000000
chr17	78945000	78950000	chr17	78400000	78405000	20.000000	0.000000
chr17	5235000	5240000	chr17	5230000	5235000	67.000000	0.000000
chr3	134195000	134200000	chr3	134025000	134030000	25.000000	0.000000
chr20	39960000	39965000	chr20	39800000	39805000	27.000000	0.000000
chr3	177615000	177620000	chr3	177610000	177615000	73.000000	0.000000
chr5	39545000	39550000	chr5	39540000	39545000	76.000000	0.000000
chr21	24200000	24205000	chr21	24195000	24200000	66.000000	0.000000
chr4	86400000	86405000	chr4	86395000	86400000	73.000000	0.000000
chr14	91230000	91235000	chr14	91225000	91230000	68.000000	0.000000
chr17	76070000	76075000	chr17	76065000	76070000	77.000000	0.000000
chr17	56075000	56080000	chr17	55935000	55940000	26.000000	0.000000
chr14	86235000	86240000	chr14	86230000	86235000	63.000000	0.000000
chr15	57795000	57800000	chr15	57790000	57795000	72.000000	0.000000
chr1	156045000	156050000	chr1	156040000	156045000	78.000000	0.000000
chr14	70330000	70335000	chr14	70325000	70330000	72.000000	0.000000
chr11	65740000	65745000	chr11	65735000	65740000	71.000000	0.000000
chr3	153010000	153015000	chr3	153005000	153010000	65.000000	0.000000
chr11	65425000	65430000	chr11	65420000	65425000	90.000000	0.000000
chr9	92085000	92090000	chr9	92080000	92085000	63.000000	0.000000
chr7	77145000	77150000	chr7	77140000	77145000	64.000000	0.000000
chr16	86020000	86025000	chr16	85855000	85860000	26.000000	0.000000
chr17	39955000	39960000	chr17	39890000	39895000	31.000000	0.000000
chr7	123030000	123035000	chr7	123025000	123030000	43.000000	0.000000
chr8	13375000	13380000	chr8	13370000	13375000	76.000000	0.000000
chr9	76755000	76760000	chr9	76750000	76755000	57.000000	0.000000
chr2	195565000	195570000	chr2	195560000	195565000	48.000000	0.000000
chr17	47765000	47770000	chr17	47645000	47650000	28.000000	0.000000
chr17	76395000	76400000	chr17	76390000	76395000	72.000000	0.000000
chr2	191970000	191975000	chr2	191965000	191970000	62.000000	0.000000
chr1	12265000	12270000	chr1	12180000	12185000	32.000000	0.000000
chr8	10685000	10690000	chr8	10445000	10450000	21.000000	0.000000
chr2	134735000	134740000	chr2	134730000	134735000	90.000000	0.000000
chr4	8405000	8410000	chr4	8240000	8245000	26.000000	0.000000
chr17	48750000	48755000	chr17	48745000	48750000	79.000000	0.000000
chr17	16360000	16365000	chr17	16355000	16360000	78.000000	0.000000
chr8	12330000	12335000	chr8	8045000	8050000	19.000000	0.000000
chr20	23615000	23620000	chr20	23610000	23615000	74.000000	0.000000
chr1	145120000	145125000	chr1	120690000	120695000	19.000000	0.000000
chr3	120465000	120470000	chr3	120460000	120465000	69.000000	0.000000
chr11	190000	195000	chr17	5000	10000	19.000000	0.000000
chr17	5000	10000	chr11	190000	195000	19.000000	0.000000
chr4	41640000	41645000	chr4	41280000	41285000	19.000000	0.000000
chr9	132380000	132385000	chr9	131895000	131900000	19.000000	0.000000
chr6	40690000	40695000	chr6	40685000	40690000	69.000000	0.000000
chr4	109880000	109885000	chr4	109875000	109880000	56.000000	0.000000
chr15	40595000	40600000	chr15	40580000	40585000	57.000000	0.000000
chr20	44775000	44780000	chr20	44770000	44775000	78.000000	0.000000
chr15	90430000	90435000	chr15	90300000	90305000	26.000000	0.000000
chr5	158610000	158615000	chr5	158605000	158610000	53.000000	0.000000
chr1	22175000	22180000	chr1	22170000	22175000	77.000000	0.000000
chr22	36860000	36865000	chr22	36690000	36695000	23.000000	0.000000
chr18	29025000	29030000	chr18	29020000	29025000	65.000000	0.000000
chr11	1960000	1965000	chr11	1915000	1920000	32.000000	0.000000
chr4	61810000	61815000	chr4	61805000	61810000	62.000000	0.000000
chr4	143605000	143610000	chr4	143600000	143605000	59.000000	0.000000
chr7	116305000	116310000	chr7	116300000	116305000	79.000000	0.000000
chr15	59645000	59650000	chr15	59640000	59645000	69.000000	0.000000
chr12	26995000	27000000	chr12	26990000	26995000	75.000000	0.000000
chr5	158040000	158045000	chr5	158035000	158040000	75.000000	0.000000
chr17	39315000	39320000	chr17	39310000	39315000	69.000000	0.000000
chr4	1145000	1150000	chr4	1140000	1145000	55.000000	0.000000
chr17	42405000	42410000	chr17	42285000	42290000	25.000000	0.000000
chr17	41550000	41555000	chr17	41475000	41480000	34.000000	0.000000
chr17	35405000	35410000	chr17	34985000	34990000	20.000000	0.000000
chr11	76530000	76535000	chr11	76525000	76530000	61.000000	0.000000
chr7	61780000	61785000	chr7	61775000	61780000	47.000000	0.000000
chr20	56300000	56305000	chr20	56295000	56300000	71.000000	0.000000
chr11	75670000	75675000	chr11	75665000	75670000	69.000000	0.000000
chr10	17295000	17300000	chr10	16885000	16890000	20.000000	0.000000
chr2	43455000	43460000	chr2	43175000	43180000	22.000000	0.000000
chr20	48135000	48140000	chr20	47950000	47955000	23.000000	0.000000
chr4	25025000	25030000	chr4	25020000	25025000	73.000000	0.000000
chr7	41925000	41930000	chr7	41920000	41925000	86.000000	0.000000
chr5	92125000	92130000	chr5	92120000	92125000	73.000000	0.000000
chr16	86020000	86025000	chr16	85850000	85855000	24.000000	0.000000
chr6	94120000	94125000	chr6	94115000	94120000	43.000000	0.000000
chr17	33150000	33155000	chr17	33145000	33150000	69.000000	0.000000
chr17	71360000	71365000	chr17	71250000	71255000	27.000000	0.000000
chr12	50445000	50450000	chr12	50365000	50370000	32.000000	0.000000
chr10	84270000	84275000	chr10	84265000	84270000	63.000000	0.000000
chr5	145690000	145695000	chr5	145685000	145690000	75.000000	0.000000
chr7	121955000	121960000	chr7	121950000	121955000	70.000000	0.000000
chr1	110855000	110860000	chr1	110745000	110750000	27.000000	0.000000
chr6	38005000	38010000	chr6	38000000	38005000	54.000000	0.000000
chr1	22165000	22170000	chr1	22160000	22165000	77.000000	0.000000
chr5	151570000	151575000	chr5	151565000	151570000	75.000000	0.000000
chr20	2430000	2435000	chr20	2425000	2430000	57.000000	0.000000
chr3	37225000	37230000	chr3	37220000	37225000	82.000000	0.000000
chr12	93780000	93785000	chr12	93380000	93385000	19.000000	0.000000
chr6	142685000	142690000	chr6	142680000	142685000	64.000000	0.000000
chr11	116975000	116980000	chr11	116745000	116750000	23.000000	0.000000
chr8	54185000	54190000	chr8	54180000	54185000	71.000000	0.000000
chr6	149745000	149750000	chr6	149360000	149365000	19.000000	0.000000
chr3	165960000	165965000	chr3	165955000	165960000	55.000000	0.000000
chr16	75435000	75440000	chr16	75230000	75235000	22.000000	0.000000
chr9	76435000	76440000	chr9	76430000	76435000	64.000000	0.000000
chr5	155325000	155330000	chr5	155320000	155325000	69.000000	0.000000
chr9	14165000	14170000	chr9	14160000	14165000	59.000000	0.000000
chr2	201235000	201240000	chr2	201230000	201235000	65.000000	0.000000
chr17	55865000	55870000	chr17	55860000	55865000	91.000000	0.000000
chr15	102200000	102205000	chr15	102195000	102200000	73.000000	0.000000
chr12	122580000	122585000	chr12	122520000	122525000	29.000000	0.000000
chr10	102855000	102860000	chr10	102850000	102855000	53.000000	0.000000
chr22	36695000	36700000	chr22	36690000	36695000	68.000000	0.000000
chr19	10750000	10755000	chr19	10690000	10695000	31.000000	0.000000
chr2	120890000	120895000	chr2	120885000	120890000	66.000000	0.000000
chr12	65780000	65785000	chr12	65775000	65780000	49.000000	0.000000
chr9	100020000	100025000	chr9	100015000	100020000	57.000000	0.000000
chr12	25540000	25545000	chr12	25535000	25540000	71.000000	0.000000
chr1	241300000	241305000	chr1	241295000	241300000	82.000000	0.000000
chr8	75610000	75615000	chr8	75605000	75610000	52.000000	0.000000
chr1	204095000	204100000	chr1	203830000	203835000	22.000000	0.000000
chr10	89445000	89450000	chr10	89440000	89445000	67.000000	0.000000
chr3	3745000	3750000	chr3	3740000	3745000	78.000000	0.000000
chr1	232020000	232025000	chr1	232015000	232020000	74.000000	0.000000
chr5	176905000	176910000	chr5	176900000	176905000	86.000000	0.000000
chr17	35055000	35060000	chr17	35050000	35055000	69.000000	0.000000
chr19	14450000	14455000	chr19	14305000	14310000	24.000000	0.000000
chr22	37390000	37395000	chr22	37385000	37390000	70.000000	0.000000
chr19	3980000	3985000	chr19	3975000	3980000	75.000000	0.000000
chr16	32275000	32280000	chr16	32270000	32275000	44.000000	0.000000
chr1	143195000	143200000	chr1	142835000	142840000	18.000000	0.000000
chr12	6465000	6470000	chr12	6460000	6465000	72.000000	0.000000
chr1	149685000	149690000	chr1	149300000	149305000	18.000000	0.000000
chr1	143460000	143465000	chr21	9960000	9965000	18.000000	0.000000
chr21	9960000	9965000	chr1	143460000	143465000	18.000000	0.000000
chr6	37135000	37140000	chr6	37015000	37020000	24.000000	0.000000
chr2	91895000	91900000	chr21	11020000	11025000	18.000000	0.000000
chr21	11020000	11025000	chr2	91895000	91900000	18.000000	0.000000
chr13	101105000	101110000	chr13	100000000	100005000	18.000000	0.000000
chr9	75435000	75440000	chr9	74895000	74900000	18.000000	0.000000
chr15	20455000	20460000	chr16	33400000	33405000	18.000000	0.000000
chr16	33400000	33405000	chr15	20455000	20460000	18.000000	0.000000
chr2	238120000	238125000	chr2	238115000	238120000	64.000000	0.000000
chr4	191025000	191030000	chr4	45000	50000	18.000000	0.000000
chr16	22695000	22700000	chr16	21575000	21580000	18.000000	0.000000
chr9	129965000	129970000	chr9	129725000	129730000	22.000000	0.000000
chr16	22110000	22115000	chr16	22005000	22010000	27.000000	0.000000
chr3	15225000	15230000	chr3	15220000	15225000	64.000000	0.000000
chr5	170050000	170055000	chr5	169860000	169865000	20.000000	0.000000
chrX	117910000	117915000	chrX	117905000	117910000	49.000000	0.000000
chr16	34910000	34915000	chr16	34905000	34910000	44.000000	0.000000
chr20	39390000	39395000	chr20	39385000	39390000	58.000000	0.000000
chr16	66590000	66595000	chr16	66585000	66590000	79.000000	0.000000
chr11	9635000	9640000	chr11	9630000	9635000	82.000000	0.000000
chr12	96150000	96155000	chr12	96145000	96150000	48.000000	0.000000
chr18	6095000	6100000	chr18	6090000	6095000	60.000000	0.000000
chr17	27435000	27440000	chr17	27290000	27295000	18.000000	0.000000
chr12	124780000	124785000	chr12	124530000	124535000	18.000000	0.000000
chr17	27505000	27510000	chr17	27500000	27505000	58.000000	0.000000
chr21	45715000	45720000	chr21	45565000	45570000	19.000000	0.000000
chr12	96605000	96610000	chr12	96455000	96460000	23.000000	0.000000
chr4	10995000	11000000	chr4	10990000	10995000	51.000000	0.000000
chr6	36225000	36230000	chr6	36220000	36225000	74.000000	0.000000
chr3	50170000	50175000	chr3	50165000	50170000	79.000000	0.000000
chr10	92975000	92980000	chr10	92970000	92975000	78.000000	0.000000
chr17	43450000	43455000	chr17	43350000	43355000	27.000000	0.000000
chr15	42070000	42075000	chr15	42065000	42070000	70.000000	0.000000
chr2	173330000	173335000	chr2	173035000	173040000	20.000000	0.000000
chr18	56745000	56750000	chr18	56440000	56445000	19.000000	0.000000
chr1	186125000	186130000	chr1	186120000	186125000	50.000000	0.000000
chr15	89085000	89090000	chr15	89080000	89085000	54.000000	0.000000
chr4	64095000	64100000	chr4	64090000	64095000	57.000000	0.000000
chr22	20000000	20005000	chr22	19995000	20000000	72.000000	0.000000
chr19	21685000	21690000	chr19	21680000	21685000	53.000000	0.000000
chr2	26355000	26360000	chr2	26350000	26355000	64.000000	0.000000
chr2	11260000	11265000	chr2	10975000	10980000	21.000000	0.000000
chr16	88355000	88360000	chr16	88350000	88355000	82.000000	0.000000
chr11	77670000	77675000	chr11	77665000	77670000	59.000000	0.000000
chr3	183895000	183900000	chr3	183890000	183895000	86.000000	0.000000
chr8	125435000	125440000	chr8	125035000	125040000	18.000000	0.000000
